1,5575
10,80
11,51
12,39
13,17
14,13
15,5
16,5
17,5
18,1
19,4
2,6097
20,1
21,1
24,1
25,1
3,3900
30,2
4,2441
5,1544
6,901
7,501
8,315
9,158
